Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8,Tiempo
68264.57449967558,9779.067013152482,-294.9089163433214,-41394.33549575037,-23329.655626971202,-60516.811670876945,-27175.7649988848,79594.47259837063,0.664
68267.72609564378,9768.561693258489,-313.3267537744944,-41410.54051048047,-23346.642952757236,-60528.12165357133,-27187.030278090275,79576.70296152866,0.668
68275.1692265474,9778.5082195411,-314.35493401943853,-41404.95257436664,-23345.838289956846,-60519.51623195604,-27179.542443697745,79579.65339179676,0.672
68277.69497367085,9792.902742970318,-307.22472753819557,-41393.21790852761,-23334.61771424028,-60508.78739461749,-27168.18775751445,79588.48233085661,0.676
68262.42873220786,9784.99022543314,-303.8719658698995,-41391.13919629326,-23330.0579583714,-60506.798089360964,-27169.819434859688,79588.32586864542,0.68
68263.97100257529,9769.835742692441,-324.1897015797736,-41411.501635492044,-23349.14634813623,-60522.17608954622,-27187.074981579186,79568.03048468,0.684
68272.03998232365,9771.690937482232,-343.88158844489914,-41426.186731599184,-23365.977211711077,-60533.57547921842,-27196.842693906154,79552.2278013501,0.688
68283.37231676248,9792.835687736952,-333.8903586733769,-41410.40640001374,-23354.421359827684,-60518.0857203109,-27181.37528674308,79563.94011544468,0.692
68263.4122089639,9776.854190451408,-300.31803850150567,-41378.510460676014,-23323.66535945718,-60494.01289153253,-27157.838899831644,79593.31030765895,0.696
68262.18286301885,9765.723021712663,-319.0935038439636,-41400.03519058647,-23345.8606417013,-60517.705740655154,-27183.029315832773,79571.00326669255,0.7
68273.4704939688,9776.898893940317,-339.50064653165896,-41417.53660649498,-23364.18907215465,-60529.686275683205,-27196.14978982804,79554.39592056227,0.704
68284.80282840763,9797.686016283753,-340.2159023542288,-41410.38404826928,-23359.62931628577,-60522.10903431285,-27190.18187405847,79560.16267063173,0.708
68269.49188345575,9791.047548180526,-313.12558807439666,-41384.299562489934,-23333.09779561732,-60500.316083468926,-27168.880661592564,79583.29672614297,0.712
68267.45787471031,9777.614149762887,-316.09837008695246,-41392.25678351603,-23337.746958464024,-60510.30731324045,-27177.91076635251,79576.54649931747,0.716
68293.45295351183,9792.388652847845,-377.38685338340446,-41449.454897577154,-23395.19094171416,-60556.240148096105,-27224.91648494202,79522.20940854662,0.72
68301.16430534891,9803.385711119856,-387.33337966601607,-41452.69590052318,-23400.95769178363,-60549.825197437436,-27218.188609860972,79518.70018466713,0.724
68282.65706093992,9802.111661685904,-363.81934449903304,-41428.19838860016,-23377.24249091655,-60528.613391949344,-27198.362612529116,79541.70012971165,0.728
68263.99335431974,9778.418812563279,-355.2139228837398,-41421.492865263564,-23370.268746646496,-60524.16539480274,-27195.970975872395,79547.55628675893,0.732
68274.43161898036,9776.183638117747,-357.9408357072873,-41423.526874009,-23372.39216236975,-60527.00406634856,-27197.110914839617,79547.51158327002,0.736
68286.94859587534,9793.50624007061,-369.563742824047,-41431.7299642241,-23381.735191552067,-60533.19549956269,-27203.078830609185,79541.90129541175,0.74
68292.24595931124,9803.788042520053,-369.2508184016727,-41431.014708401526,-23380.505845607026,-60532.30142978447,-27203.48116200938,79542.41538553422,0.744
68280.60070045003,9787.180696389758,-363.57347531002466,-41430.522970023514,-23377.935394994664,-60531.295601283986,-27206.47629576639,79541.2307430781,0.748
